A12 29 A33 A43 10173 A65 A75 3 A92 A101 1 A124 29 A143 A152 1 A173 1 A192 A201 1
A12 63 A34 A40 6188 A61 A73 4 A94 A101 4 A124 24 A143 A153 3 A173 1 A192 A201 2
A11 42 A34 A43 11604 A61 A72 4 A94 A101 3 A123 32 A143 A152 1 A172 2 A191 A201 2
A14 39 A34 A410 10174 A61 A75 4 A93 A101 1 A123 31 A143 A152 2 A173 1 A192 A201 1
A12 24 A32 A42 830 A62 A73 4 A92 A101 1 A123 28 A142 A152 2 A173 1 A192 A201 1
A12 44 A32 A40 4724 A62 A75 2 A93 A101 2 A121 33 A143 A152 2 A172 2 A191 A201 1
A12 51 A34 A49 10191 A61 A72 3 A91 A101 4 A123 41 A141 A152 1 A173 1 A191 A201 2
A11 29 A32 A40 7323 A61 A72 4 A93 A101 3 A121 48 A143 A152 1 A173 1 A191 A201 1
A14 66 A32 A41 9912 A65 A75 4 A92 A101 1 A122 32 A143 A152 2 A173 1 A191 A202 1
A11 39 A32 A40 5309 A61 A74 4 A94 A101 4 A121 35 A143 A151 1 A173 1 A191 A201 2
A14 27 A32 A42 13707 A62 A75 4 A91 A101 3 A121 39 A143 A151 3 A174 2 A191 A201 1
A14 24 A32 A49 4578 A63 A73 1 A93 A102 1 A122 22 A143 A152 1 A174 1 A191 A201 1
A11 21 A32 A43 18028 A62 A74 4 A93 A101 4 A122 33 A143 A152 1 A173 1 A192 A201 2
A11 18 A31 A40 1171 A61 A74 4 A93 A101 2 A123 29 A143 A152 1 A173 2 A191 A201 1
A14 9 A30 A410 3023 A61 A74 4 A92 A101 1 A121 44 A143 A152 2 A173 2 A191 A201 1
A14 46 A34 A410 4712 A61 A74 1 A94 A101 4 A122 52 A143 A152 1 A174 1 A191 A201 1
A14 34 A32 A410 6983 A65 A74 2 A93 A101 3 A121 27 A143 A152 2 A173 1 A191 A201 1
A14 31 A32 A41 12024 A65 A73 1 A93 A101 3 A123 47 A143 A152 1 A172 1 A191 A201 1
A11 11 A33 A42 9560 A61 A73 4 A92 A101 2 A123 20 A143 A152 2 A173 1 A191 A201 1
A12 32 A32 A410 2115 A61 A75 2 A93 A101 1 A123 37 A143 A152 1 A172 1 A191 A201 1
A11 24 A34 A49 17358 A65 A72 4 A93 A101 2 A123 37 A143 A152 1 A174 1 A192 A201 2
A14 61 A34 A40 961 A63 A74 2 A92 A101 4 A122 20 A143 A152 1 A173 1 A192 A201 1
A14 63 A31 A40 7960 A65 A73 4 A92 A103 3 A123 26 A142 A152 1 A173 1 A191 A201 1
A12 53 A32 A42 13696 A61 A74 4 A93 A101 2 A122 25 A143 A152 1 A173 2 A191 A201 1
A11 34 A34 A410 13644 A61 A75 2 A92 A101 1 A122 21 A141 A152 1 A173 1 A192 A201 2
A12 50 A34 A43 640 A63 A72 2 A92 A101 4 A123 18 A143 A152 1 A172 1 A192 A201 2
A12 37 A32 A42 9512 A62 A71 4 A93 A101 1 A121 32 A143 A151 1 A173 1 A191 A201 2
A14 5 A32 A40 4737 A61 A72 1 A93 A101 2 A123 34 A143 A152 1 A173 1 A192 A201 1
A14 70 A32 A46 10870 A61 A74 1 A92 A101 3 A123 34 A143 A153 1 A173 1 A191 A201 1
A14 55 A34 A410 13820 A61 A75 1 A93 A101 3 A122 42 A141 A152 1 A173 1 A191 A201 1
A12 10 A32 A42 6316 A61 A71 1 A92 A101 2 A121 18 A143 A152 1 A173 2 A192 A201 1
A11 22 A34 A49 4744 A61 A74 2 A91 A101 1 A121 31 A143 A152 1 A173 1 A192 A201 1
A14 18 A33 A410 3822 A65 A73 2 A92 A101 1 A124 60 A143 A151 1 A172 2 A192 A201 1
A14 51 A32 A40 12920 A61 A73 1 A93 A101 1 A123 43 A143 A152 1 A173 2 A191 A201 1
A13 17 A32 A43 16189 A65 A75 3 A92 A101 1 A121 43 A143 A152 2 A173 1 A191 A201 1
A14 6 A32 A41 16510 A61 A73 3 A91 A101 3 A122 24 A143 A152 1 A173 1 A191 A201 1
A12 53 A32 A49 10499 A62 A73 3 A93 A101 1 A123 33 A143 A152 1 A173 1 A191 A201 2
A12 57 A32 A43 2561 A65 A71 4 A93 A101 2 A123 18 A141 A152 1 A173 2 A192 A201 1
A12 9 A32 A45 11321 A61 A72 1 A92 A101 2 A121 40 A143 A151 1 A173 1 A192 A201 1
A11 52 A34 A49 7023 A61 A73 4 A93 A101 2 A121 49 A143 A153 1 A173 1 A192 A201 2
A11 26 A32 A42 7155 A61 A71 2 A91 A101 2 A124 20 A143 A152 2 A172 1 A192 A201 2
A11 23 A31 A410 3892 A61 A74 2 A93 A101 1 A121 23 A143 A152 1 A174 1 A191 A201 1
A14 63 A34 A43 6588 A63 A73 3 A93 A101 3 A121 34 A143 A152 4 A173 1 A192 A201 2
A12 48 A34 A40 16596 A65 A73 3 A93 A101 4 A124 36 A143 A152 1 A174 2 A192 A202 2
A12 64 A34 A48 9872 A61 A72 2 A92 A101 1 A123 29 A141 A152 2 A173 1 A191 A201 2
A14 59 A34 A49 15905 A61 A73 3 A92 A101 4 A121 26 A143 A151 2 A173 1 A192 A201 1
A11 5 A32 A41 10355 A61 A74 3 A92 A101 3 A121 26 A143 A152 1 A173 1 A191 A201 1
A12 48 A32 A410 6490 A63 A75 2 A93 A101 1 A121 34 A143 A151 1 A173 1 A192 A201 1
A14 43 A34 A410 15047 A61 A71 4 A92 A101 4 A121 40 A143 A152 1 A173 1 A191 A201 2
A11 27 A33 A41 8056 A61 A75 3 A93 A101 3 A124 34 A143 A152 3 A173 1 A191 A201 1
A11 32 A32 A410 1007 A62 A74 4 A94 A102 4 A122 33 A143 A152 1 A172 1 A192 A201 1
A12 70 A34 A40 6470 A62 A73 3 A94 A103 2 A123 18 A143 A153 1 A173 1 A192 A201 2
A11 71 A32 A40 10354 A61 A73 1 A93 A101 2 A124 43 A143 A152 1 A172 1 A191 A201 2
A14 69 A32 A40 14566 A63 A72 4 A93 A102 3 A122 34 A143 A152 1 A173 1 A191 A201 1
A14 57 A32 A410 9576 A61 A72 4 A93 A101 3 A121 30 A143 A152 3 A173 1 A191 A201 1
A14 56 A32 A46 9206 A61 A74 3 A92 A101 4 A123 37 A143 A152 2 A172 1 A191 A202 1
A14 52 A32 A40 3747 A65 A73 4 A93 A101 3 A124 26 A143 A152 1 A172 1 A192 A201 1
A14 35 A32 A42 10114 A63 A75 1 A93 A101 2 A123 30 A143 A152 1 A172 2 A192 A201 1
A11 64 A34 A44 9024 A61 A73 2 A93 A103 2 A121 36 A143 A153 1 A173 2 A191 A201 2
A14 45 A32 A40 14289 A61 A72 1 A93 A101 1 A123 28 A142 A153 2 A172 1 A192 A201 1
A12 4 A32 A410 2071 A61 A74 2 A92 A101 4 A123 18 A143 A152 3 A173 1 A191 A201 1
A14 66 A34 A410 17819 A61 A73 1 A92 A101 3 A124 18 A143 A152 1 A172 1 A192 A201 1
A14 38 A34 A42 12967 A61 A73 1 A94 A101 3 A121 39 A143 A152 1 A173 1 A191 A201 1
A12 54 A34 A410 18271 A61 A74 4 A92 A101 3 A123 34 A141 A152 3 A174 1 A191 A201 2
A11 48 A34 A42 10622 A61 A75 1 A93 A103 4 A124 34 A143 A153 1 A173 1 A192 A202 2
A11 68 A33 A410 8630 A63 A75 3 A94 A101 2 A122 23 A143 A152 1 A172 1 A191 A201 1
A12 17 A32 A46 1996 A62 A74 3 A93 A101 3 A122 34 A141 A153 1 A173 1 A192 A201 1
A14 6 A31 A45 6047 A62 A74 3 A93 A101 3 A121 30 A141 A152 1 A173 1 A192 A201 1
A14 27 A32 A40 16533 A61 A75 3 A92 A101 2 A121 28 A143 A152 1 A173 1 A191 A202 1
A11 68 A32 A410 8339 A65 A73 4 A92 A101 3 A122 34 A143 A152 3 A173 1 A191 A201 1
A12 51 A32 A42 12387 A65 A71 3 A93 A101 1 A124 37 A143 A153 1 A173 1 A192 A201 2
A12 13 A34 A40 7847 A64 A73 1 A93 A101 2 A122 52 A143 A152 1 A174 2 A192 A201 2
A11 16 A32 A40 6357 A65 A72 3 A93 A101 2 A122 40 A143 A152 1 A173 1 A191 A201 1
A11 17 A31 A43 3043 A65 A74 4 A92 A101 2 A123 43 A143 A152 2 A173 1 A191 A201 1
A12 13 A32 A43 11388 A61 A74 2 A91 A101 1 A121 46 A143 A152 1 A173 2 A192 A201 1
A14 43 A33 A49 2750 A61 A74 1 A94 A101 2 A122 27 A143 A152 1 A172 1 A191 A201 1
A12 26 A31 A410 13388 A62 A71 1 A93 A101 4 A123 31 A141 A152 1 A171 1 A191 A201 2
A12 58 A34 A40 8611 A63 A74 4 A93 A101 4 A124 25 A143 A152 2 A172 2 A191 A201 2
A14 66 A32 A49 5175 A63 A73 2 A92 A102 4 A123 28 A143 A152 1 A173 1 A192 A201 1
A12 45 A32 A40 17714 A61 A74 3 A93 A101 2 A123 30 A143 A152 1 A173 1 A192 A201 1
A14 69 A32 A410 4703 A61 A73 2 A94 A101 2 A121 27 A143 A152 1 A173 1 A192 A201 1
A14 50 A34 A410 15029 A61 A73 1 A93 A101 2 A124 37 A141 A152 1 A172 1 A192 A201 2
A11 55 A32 A43 12350 A65 A72 1 A92 A101 1 A121 39 A143 A152 4 A173 1 A192 A202 2
A12 21 A33 A49 15412 A61 A72 1 A93 A101 4 A123 21 A143 A153 1 A174 1 A191 A201 2
A12 21 A32 A41 1575 A61 A75 2 A93 A101 3 A121 31 A143 A152 1 A173 1 A192 A201 1
A12 27 A32 A42 11619 A61 A75 3 A93 A101 3 A124 31 A143 A152 1 A173 2 A191 A201 1
A11 26 A34 A410 10590 A61 A74 1 A93 A101 2 A123 20 A141 A152 1 A173 2 A192 A201 2
A14 15 A34 A42 13658 A65 A72 4 A93 A101 1 A123 27 A143 A152 1 A173 1 A191 A201 1
A12 26 A33 A42 18322 A62 A73 3 A93 A101 2 A121 43 A143 A152 2 A173 1 A191 A201 1
A11 24 A34 A42 1711 A64 A74 1 A93 A101 3 A122 43 A143 A152 1 A174 1 A192 A201 1
A12 67 A34 A410 9844 A61 A75 3 A92 A102 4 A123 18 A143 A152 1 A173 1 A192 A201 2
A14 37 A33 A42 322 A62 A72 4 A92 A101 3 A123 39 A143 A152 4 A174 1 A191 A201 1
A11 5 A34 A40 6280 A61 A71 2 A92 A101 4 A121 20 A143 A152 1 A173 1 A192 A201 2
A11 72 A33 A49 7967 A63 A74 1 A93 A101 4 A124 30 A141 A151 1 A173 1 A191 A201 2
A12 34 A33 A410 13581 A61 A73 4 A93 A101 1 A124 34 A143 A152 2 A172 1 A191 A201 2
A14 71 A32 A40 14186 A61 A73 1 A93 A101 3 A121 42 A143 A151 2 A173 1 A192 A201 1
A11 22 A34 A41 3826 A62 A71 1 A92 A101 2 A123 33 A142 A151 1 A173 1 A191 A201 2
A14 16 A32 A40 8350 A65 A73 2 A92 A101 1 A123 24 A143 A153 2 A173 1 A192 A201 1
A14 68 A34 A42 13862 A61 A75 2 A93 A101 4 A122 23 A143 A152 1 A173 1 A191 A201 2
A11 9 A34 A42 5978 A65 A75 3 A93 A101 3 A122 36 A143 A152 1 A174 1 A192 A201 1
A14 30 A30 A49 282 A61 A73 4 A92 A101 2 A123 28 A143 A152 1 A173 2 A192 A201 1
A12 55 A34 A46 11136 A61 A73 4 A93 A101 1 A123 30 A143 A153 2 A173 1 A191 A201 2
A14 51 A32 A45 14328 A61 A72 2 A91 A101 2 A122 44 A141 A152 1 A173 1 A191 A201 1
A14 71 A32 A42 4623 A61 A73 1 A92 A101 3 A123 39 A143 A152 1 A173 2 A192 A201 1
A12 47 A34 A410 14718 A61 A73 3 A93 A101 2 A123 50 A143 A152 3 A173 1 A192 A201 2
A11 20 A32 A42 13287 A61 A74 2 A92 A101 1 A123 24 A143 A153 1 A174 1 A191 A201 1
A14 41 A34 A410 14711 A61 A73 3 A94 A101 2 A121 27 A143 A152 1 A172 1 A191 A201 1
A12 13 A34 A45 2642 A65 A73 3 A92 A101 3 A124 36 A141 A152 1 A173 1 A191 A201 1
A11 57 A32 A40 11313 A61 A72 4 A92 A103 1 A122 53 A143 A151 1 A173 1 A191 A201 2
A11 9 A30 A46 18035 A64 A73 3 A92 A101 4 A121 27 A143 A152 1 A173 1 A191 A201 1
A13 9 A32 A41 1067 A61 A72 4 A93 A101 1 A121 35 A143 A152 1 A173 1 A191 A201 1
A14 55 A32 A46 6453 A62 A72 1 A93 A101 3 A122 48 A143 A152 1 A173 1 A192 A201 1
A11 18 A34 A40 2688 A61 A75 1 A93 A101 2 A124 35 A143 A152 1 A172 1 A192 A201 2
A12 71 A33 A40 17844 A61 A73 2 A91 A101 4 A122 45 A143 A151 1 A173 2 A192 A201 2
A11 60 A32 A410 6891 A61 A73 1 A91 A101 4 A123 54 A143 A151 1 A173 1 A192 A202 2
A14 59 A33 A40 17233 A61 A75 4 A93 A101 2 A121 37 A143 A152 1 A172 1 A192 A201 1
A11 10 A32 A410 14276 A61 A75 3 A93 A101 3 A122 39 A143 A152 1 A172 1 A191 A201 1
A14 54 A34 A41 18480 A62 A74 3 A93 A101 1 A124 42 A143 A152 1 A173 1 A192 A201 2
A12 61 A32 A46 17313 A65 A75 1 A92 A101 3 A123 25 A143 A152 3 A173 2 A192 A201 1
A14 67 A34 A48 2085 A64 A73 4 A93 A101 4 A121 20 A141 A152 3 A173 1 A192 A201 1
A11 29 A32 A43 12472 A62 A73 3 A94 A101 1 A122 36 A141 A151 1 A173 1 A191 A201 2
A12 61 A34 A41 2427 A61 A73 1 A93 A101 1 A121 28 A141 A152 1 A173 1 A192 A201 1
A11 34 A32 A40 8392 A61 A74 4 A93 A101 2 A122 45 A142 A152 1 A173 1 A192 A201 2
A14 69 A33 A40 398 A61 A74 4 A92 A101 3 A123 38 A141 A151 2 A173 1 A192 A201 2
A14 16 A34 A41 18129 A61 A73 3 A94 A103 1 A123 45 A143 A152 3 A173 1 A191 A201 2
A11 21 A32 A46 13355 A61 A72 2 A93 A101 2 A121 22 A143 A152 1 A173 1 A192 A201 1
A14 16 A34 A410 1994 A61 A74 2 A94 A101 3 A124 45 A142 A152 1 A173 1 A192 A201 1
A14 27 A33 A410 1896 A61 A72 4 A93 A101 4 A123 18 A143 A152 3 A173 1 A191 A201 1
A13 60 A31 A49 10114 A61 A74 4 A93 A101 4 A122 23 A143 A151 1 A174 1 A192 A201 1
A12 32 A32 A49 13916 A65 A74 1 A94 A101 3 A122 41 A143 A153 1 A172 1 A191 A201 1
A11 59 A33 A46 3917 A64 A74 4 A92 A101 1 A123 29 A143 A152 1 A172 1 A192 A201 1
A11 57 A31 A41 17210 A61 A75 1 A92 A101 1 A123 30 A143 A153 1 A173 1 A192 A201 2
A14 8 A32 A410 11537 A65 A75 1 A93 A101 4 A122 36 A143 A151 1 A173 1 A191 A201 1
A14 38 A32 A46 16552 A65 A73 1 A93 A101 4 A122 49 A143 A153 2 A171 1 A191 A201 1
A14 22 A33 A43 13260 A61 A74 4 A94 A102 1 A121 18 A143 A152 1 A174 1 A192 A201 2
A12 58 A31 A40 5029 A61 A74 4 A92 A101 3 A123 47 A143 A152 1 A173 1 A191 A201 1
A12 72 A34 A42 8437 A61 A72 1 A93 A101 4 A123 48 A143 A151 3 A174 1 A191 A201 2
A14 47 A34 A42 13279 A65 A71 3 A93 A101 1 A121 29 A143 A152 1 A173 1 A192 A201 1
A14 41 A34 A410 3222 A65 A73 4 A92 A101 3 A123 28 A143 A153 1 A173 1 A191 A201 1
A14 65 A34 A43 11390 A61 A73 2 A93 A101 2 A124 33 A143 A152 1 A172 1 A191 A201 1
A14 25 A32 A42 18261 A61 A74 3 A92 A101 3 A124 27 A141 A152 1 A173 1 A192 A201 1
A14 43 A34 A410 15097 A61 A75 2 A92 A101 1 A122 38 A143 A153 1 A173 1 A191 A201 1
A11 29 A30 A40 14673 A61 A72 4 A94 A101 3 A121 39 A143 A152 2 A172 1 A191 A201 1
A11 8 A30 A42 1738 A61 A72 3 A93 A102 1 A123 19 A143 A152 1 A173 1 A192 A201 1
A14 57 A32 A40 9377 A65 A75 4 A93 A101 4 A121 25 A143 A152 1 A173 1 A192 A201 1
A14 52 A32 A49 10156 A62 A72 4 A94 A101 2 A124 23 A143 A153 1 A172 1 A192 A201 1
A11 6 A34 A410 2052 A65 A73 3 A93 A102 4 A121 37 A143 A151 3 A172 1 A192 A201 1
A11 41 A33 A41 15877 A65 A74 4 A93 A101 4 A121 43 A141 A152 1 A173 1 A192 A201 1
A14 17 A32 A410 3770 A63 A73 3 A93 A101 1 A122 24 A141 A152 3 A172 1 A191 A201 1
A11 50 A32 A41 6146 A61 A72 4 A93 A101 1 A122 43 A143 A152 1 A172 1 A191 A201 2
A11 17 A34 A410 15494 A62 A71 1 A92 A101 1 A123 25 A142 A152 2 A173 1 A191 A201 2
A13 41 A32 A49 3561 A61 A72 2 A94 A101 1 A122 42 A142 A153 3 A174 2 A191 A201 1
A14 67 A32 A410 8259 A62 A74 1 A92 A101 4 A121 32 A143 A153 2 A173 1 A192 A201 1
A14 47 A32 A40 12156 A61 A73 4 A92 A101 1 A121 30 A141 A151 1 A172 1 A192 A202 1
A11 68 A34 A410 12477 A62 A73 4 A93 A101 1 A122 46 A143 A152 1 A173 1 A191 A202 2
A14 28 A33 A49 5712 A61 A74 4 A93 A101 4 A121 52 A143 A151 1 A174 1 A192 A201 1
A11 19 A32 A41 13310 A61 A75 1 A93 A101 2 A123 18 A143 A152 1 A173 1 A191 A201 1
A12 18 A31 A410 3708 A61 A71 4 A93 A101 2 A123 40 A143 A152 2 A173 2 A191 A201 1
A14 6 A33 A41 3980 A61 A73 3 A93 A101 3 A123 36 A143 A153 1 A173 1 A192 A201 1
A14 70 A33 A410 7797 A63 A74 2 A92 A101 4 A124 41 A143 A152 1 A173 2 A191 A201 1
A14 40 A32 A40 277 A63 A73 4 A92 A101 1 A124 20 A143 A151 1 A172 1 A191 A201 1
A14 58 A34 A49 15758 A61 A73 4 A92 A101 3 A124 24 A143 A151 1 A173 1 A191 A201 2
A13 41 A32 A43 6673 A61 A74 2 A93 A101 2 A121 28 A143 A152 1 A173 1 A191 A201 1
A11 66 A32 A40 12703 A61 A75 2 A92 A101 2 A121 37 A141 A152 1 A174 2 A192 A201 2
A12 4 A34 A41 17807 A61 A75 2 A92 A101 4 A122 27 A143 A152 2 A173 1 A192 A201 1
A11 22 A32 A40 16972 A61 A74 1 A93 A101 1 A124 31 A143 A153 1 A171 1 A191 A201 1
A11 55 A33 A42 9510 A65 A74 1 A92 A101 1 A124 43 A143 A153 2 A173 1 A191 A201 2
A14 33 A32 A41 16111 A61 A73 4 A93 A101 3 A124 55 A143 A152 1 A173 1 A192 A201 1
A12 58 A32 A43 17475 A61 A74 2 A93 A103 2 A121 42 A141 A153 3 A173 1 A192 A201 2
A14 17 A34 A41 12726 A61 A73 4 A92 A101 3 A124 43 A143 A152 1 A172 1 A191 A201 1
A14 16 A32 A41 13188 A61 A72 4 A93 A101 3 A122 33 A143 A152 1 A173 2 A191 A201 1
A14 30 A34 A49 16927 A61 A74 4 A93 A101 3 A121 26 A143 A152 1 A173 1 A192 A201 1
A12 12 A32 A40 10299 A62 A73 1 A93 A102 1 A122 31 A143 A151 1 A173 1 A192 A202 1
A13 44 A32 A410 18281 A61 A73 2 A93 A101 2 A121 34 A143 A153 1 A174 1 A191 A201 1
A12 51 A30 A410 5864 A61 A75 4 A93 A101 3 A123 23 A143 A152 2 A173 1 A192 A201 1
A11 15 A33 A46 11933 A61 A71 1 A93 A101 2 A122 43 A141 A152 1 A173 2 A191 A201 2
A14 13 A32 A43 11937 A61 A73 3 A91 A101 2 A122 50 A143 A152 1 A173 1 A191 A202 1
A12 9 A34 A410 4051 A61 A71 3 A93 A101 3 A123 36 A143 A151 2 A173 1 A191 A201 2
A11 37 A32 A40 8530 A65 A75 4 A93 A101 3 A124 45 A143 A151 1 A173 1 A192 A201 2
A14 55 A34 A40 7626 A62 A74 4 A91 A101 4 A123 47 A143 A152 1 A173 1 A191 A201 1
A11 44 A32 A41 10398 A61 A73 2 A93 A101 1 A122 24 A142 A152 2 A173 2 A191 A202 1
A14 9 A34 A49 14310 A61 A74 2 A94 A102 2 A123 18 A143 A152 1 A173 1 A191 A201 1
A14 5 A34 A40 17533 A61 A73 4 A93 A101 3 A124 30 A143 A152 2 A172 1 A192 A201 1
A14 18 A34 A43 1994 A61 A75 1 A93 A101 3 A121 35 A141 A152 2 A173 1 A191 A201 1
A12 20 A34 A410 12103 A62 A73 4 A93 A101 2 A123 23 A143 A152 2 A173 1 A191 A201 2
A11 19 A34 A410 14913 A63 A73 2 A93 A101 3 A122 49 A143 A152 2 A173 1 A191 A201 2
A14 31 A33 A43 1883 A61 A75 2 A93 A101 4 A121 54 A143 A153 1 A174 1 A192 A201 1
A12 13 A32 A40 8399 A61 A73 1 A93 A101 2 A123 36 A143 A152 1 A172 2 A191 A201 1
A14 13 A30 A410 14921 A61 A72 4 A93 A101 3 A124 25 A143 A152 4 A173 2 A191 A201 1
A14 13 A34 A43 4951 A65 A74 2 A93 A101 2 A121 39 A143 A152 1 A174 1 A191 A201 1
A14 31 A32 A40 13599 A62 A75 4 A93 A101 3 A123 25 A143 A152 1 A171 1 A192 A202 1
